ID,Branch,City,Customer_type,gender,Product_line,Unit_price,Quantity,Total,cogs,gross_income,rating,new_date,year_added,month_added
598-06-7312,B,Mandalay,Member,Male,"Fashion accessories",91.35,1,95.9175,91.35,4.5675,6.8,2019-02-16,2019,Feb
135-13-8269,B,Mandalay,Member,Female,"Food and beverages",78.88,2,165.648,157.76,7.888,9.1,2019-01-26,2019,Jan
816-57-2053,A,Yangon,Normal,Male,"Sports and travel",60.87,2,127.827,121.74,6.087,8.7,2019-03-09,2019,Mar
628-90-8624,B,Mandalay,Member,Male,"Health and beauty",82.58,10,867.09,825.8,41.29,5,2019-03-14,2019,Mar
856-66-2701,A,Yangon,Member,Male,"Home and lifestyle",53.3,3,167.895,159.9,7.995,7.5,2019-01-25,2019,Jan
308-39-1707,A,Yangon,Normal,Female,"Fashion accessories",12.09,1,12.6945,12.09,0.6045,8.2,2019-01-26,2019,Jan
149-61-1929,A,Yangon,Normal,Male,"Sports and travel",64.19,10,673.995,641.9,32.095,6.7,2019-01-19,2019,Jan
655-07-2265,A,Yangon,Normal,Male,"Electronic accessories",78.31,3,246.6765,234.93,11.7465,5.4,2019-03-05,2019,Mar
589-02-8023,A,Yangon,Member,Male,"Food and beverages",83.77,2,175.917,167.54,8.377,7,2019-01-15,2019,Jan
420-04-7590,B,Mandalay,Normal,Male,"Home and lifestyle",99.7,3,314.055,299.1,14.955,4.7,2019-03-18,2019,Mar
182-88-2763,B,Mandalay,Member,Male,"Food and beverages",79.91,3,251.7165,239.73,11.9865,5,2019-03-20,2019,Mar
188-55-0967,B,Mandalay,Member,Male,"Health and beauty",66.47,10,697.935,664.7,33.235,5,2019-01-15,2019,Jan
610-46-4100,A,Yangon,Normal,Male,"Health and beauty",28.95,7,212.7825,202.65,10.1325,6,2019-03-03,2019,Mar
318-81-2368,C,Naypyitaw,Normal,Female,"Electronic accessories",46.2,1,48.51,46.2,2.31,6.3,2019-03-19,2019,Mar
364-33-8584,B,Mandalay,Member,Female,"Food and beverages",17.63,5,92.5575,88.15,4.4075,8.5,2019-03-08,2019,Mar
665-63-9737,B,Mandalay,Normal,Male,"Fashion accessories",52.42,3,165.123,157.26,7.863,7.5,2019-02-27,2019,Feb
695-09-5146,B,Mandalay,Member,Female,"Food and beverages",98.79,3,311.1885,296.37,14.8185,6.4,2019-02-23,2019,Feb
155-45-3814,C,Naypyitaw,Member,Female,"Electronic accessories",88.55,8,743.82,708.4,35.42,4.7,2019-03-19,2019,Mar
794-32-2436,B,Mandalay,Member,Male,"Electronic accessories",55.67,2,116.907,111.34,5.567,6,2019-03-27,2019,Mar
131-15-8856,C,Naypyitaw,Member,Female,"Food and beverages",72.52,8,609.168,580.16,29.008,4,2019-03-30,2019,Mar
273-84-2164,C,Naypyitaw,Member,Male,"Electronic accessories",12.05,5,63.2625,60.25,3.0125,5.5,2019-02-16,2019,Feb
706-36-6154,A,Yangon,Member,Male,"Home and lifestyle",19.36,9,182.952,174.24,8.712,8.7,2019-01-18,2019,Jan
778-89-7974,C,Naypyitaw,Normal,Male,"Health and beauty",70.21,6,442.323,421.26,21.063,7.4,2019-03-30,2019,Mar
574-31-8277,B,Mandalay,Member,Male,"Fashion accessories",33.63,1,35.3115,33.63,1.6815,5.6,2019-03-20,2019,Mar
859-71-0933,C,Naypyitaw,Member,Female,"Sports and travel",15.49,2,32.529,30.98,1.549,6.3,2019-01-16,2019,Jan
740-11-5257,C,Naypyitaw,Normal,Male,"Electronic accessories",24.74,10,259.77,247.4,12.37,7.1,2019-02-24,2019,Feb
369-82-2676,B,Mandalay,Normal,Male,"Electronic accessories",75.66,5,397.215,378.3,18.915,7.8,2019-01-15,2019,Jan
563-47-4072,B,Mandalay,Normal,Female,"Health and beauty",55.81,6,351.603,334.86,16.743,9.9,2019-01-22,2019,Jan
742-04-5161,A,Yangon,Member,Male,"Home and lifestyle",72.78,10,764.19,727.8,36.39,7.3,2019-02-03,2019,Feb
149-15-7606,B,Mandalay,Member,Male,"Sports and travel",37.32,9,352.674,335.88,16.794,5.1,2019-03-06,2019,Mar
133-77-3154,B,Mandalay,Member,Male,"Fashion accessories",60.18,4,252.756,240.72,12.036,9.4,2019-02-16,2019,Feb
169-52-4504,A,Yangon,Normal,Female,"Electronic accessories",15.69,3,49.4235,47.07,2.3535,5.8,2019-03-14,2019,Mar
250-81-7186,C,Naypyitaw,Normal,Female,"Electronic accessories",99.69,1,104.6745,99.69,4.9845,8,2019-02-27,2019,Feb
562-12-5430,A,Yangon,Member,Female,"Fashion accessories",88.15,3,277.6725,264.45,13.2225,7.9,2019-01-18,2019,Jan
816-72-8853,A,Yangon,Member,Female,"Sports and travel",27.93,5,146.6325,139.65,6.9825,5.9,2019-01-29,2019,Jan
491-38-3499,A,Yangon,Member,Male,"Fashion accessories",55.45,1,58.2225,55.45,2.7725,4.9,2019-02-26,2019,Feb
322-02-2271,B,Mandalay,Normal,Female,"Sports and travel",42.97,3,135.3555,128.91,6.4455,9.3,2019-02-03,2019,Feb
842-29-4695,C,Naypyitaw,Member,Male,"Sports and travel",17.14,7,125.979,119.98,5.999,7.9,2019-01-16,2019,Jan
725-67-2480,B,Mandalay,Member,Female,"Fashion accessories",58.75,6,370.125,352.5,17.625,5.9,2019-03-24,2019,Mar
641-51-2661,C,Naypyitaw,Member,Female,"Food and beverages",87.1,10,914.55,871,43.55,9.9,2019-02-12,2019,Feb
714-02-3114,C,Naypyitaw,Normal,Female,"Sports and travel",98.8,2,207.48,197.6,9.88,7.7,2019-02-21,2019,Feb
518-17-2983,A,Yangon,Normal,Female,"Fashion accessories",48.63,4,204.246,194.52,9.726,7.6,2019-02-04,2019,Feb
779-42-2410,B,Mandalay,Member,Male,"Food and beverages",57.74,3,181.881,173.22,8.661,7.7,2019-02-20,2019,Feb
190-14-3147,B,Mandalay,Normal,Female,"Health and beauty",17.97,4,75.474,71.88,3.594,6.4,2019-02-23,2019,Feb
408-66-6712,C,Naypyitaw,Member,Female,"Health and beauty",47.71,6,300.573,286.26,14.313,4.4,2019-02-16,2019,Feb
679-22-6530,B,Mandalay,Normal,Female,"Sports and travel",40.62,2,85.302,81.24,4.062,4.1,2019-01-17,2019,Jan
588-47-8641,A,Yangon,Member,Male,"Fashion accessories",56.04,10,588.42,560.4,28.02,4.4,2019-01-14,2019,Jan
642-61-4706,B,Mandalay,Member,Male,"Food and beverages",93.4,2,196.14,186.8,9.34,5.5,2019-03-30,2019,Mar
576-31-4774,B,Mandalay,Normal,Female,"Health and beauty",73.41,3,231.2415,220.23,11.0115,4,2019-03-02,2019,Mar
556-41-6224,C,Naypyitaw,Normal,Male,"Health and beauty",33.64,8,282.576,269.12,13.456,9.3,2019-02-15,2019,Feb
811-03-8790,A,Yangon,Normal,Female,"Electronic accessories",45.48,10,477.54,454.8,22.74,4.8,2019-03-01,2019,Mar
242-11-3142,B,Mandalay,Member,Male,"Fashion accessories",83.77,2,175.917,167.54,8.377,4.6,2019-02-24,2019,Feb
752-23-3760,B,Mandalay,Member,Female,"Sports and travel",64.08,7,470.988,448.56,22.428,7.3,2019-02-19,2019,Feb
274-05-5470,A,Yangon,Member,Female,"Food and beverages",73.47,4,308.574,293.88,14.694,6,2019-02-23,2019,Feb
648-94-3045,C,Naypyitaw,Normal,Male,"Health and beauty",58.95,10,618.975,589.5,29.475,8.1,2019-02-07,2019,Feb
130-67-4723,A,Yangon,Member,Male,"Food and beverages",48.5,6,305.55,291,14.55,9.4,2019-01-11,2019,Jan
528-87-5606,B,Mandalay,Member,Female,"Electronic accessories",39.48,1,41.454,39.48,1.974,6.5,2019-02-12,2019,Feb
320-85-2052,B,Mandalay,Normal,Female,"Sports and travel",34.81,1,36.5505,34.81,1.7405,7,2019-01-14,2019,Jan
370-96-0655,C,Naypyitaw,Normal,Female,"Fashion accessories",49.32,6,310.716,295.92,14.796,7.1,2019-01-09,2019,Jan
105-10-6182,A,Yangon,Member,Male,"Fashion accessories",21.48,2,45.108,42.96,2.148,6.6,2019-02-27,2019,Feb
510-79-0415,B,Mandalay,Member,Female,"Sports and travel",23.08,6,145.404,138.48,6.924,4.9,2019-01-24,2019,Jan
241-96-5076,B,Mandalay,Member,Female,"Home and lifestyle",49.1,2,103.11,98.2,4.91,6.4,2019-01-08,2019,Jan
767-97-4650,B,Mandalay,Member,Female,"Sports and travel",64.83,2,136.143,129.66,6.483,8,2019-01-08,2019,Jan
648-83-1321,A,Yangon,Member,Male,"Home and lifestyle",63.56,10,667.38,635.6,31.78,4.3,2019-01-16,2019,Jan
173-57-2300,C,Naypyitaw,Member,Male,"Sports and travel",72.88,2,153.048,145.76,7.288,6.1,2019-03-13,2019,Mar
305-03-2383,A,Yangon,Normal,Female,"Food and beverages",67.1,3,211.365,201.3,10.065,7.5,2019-02-15,2019,Feb
394-55-6384,C,Naypyitaw,Member,Female,"Sports and travel",70.19,9,663.2955,631.71,31.5855,6.7,2019-01-25,2019,Jan
266-20-6657,C,Naypyitaw,Member,Male,"Food and beverages",55.04,7,404.544,385.28,19.264,5.2,2019-03-12,2019,Mar
689-05-1884,A,Yangon,Member,Male,"Health and beauty",48.63,10,510.615,486.3,24.315,8.8,2019-03-04,2019,Mar
196-01-2849,C,Naypyitaw,Member,Female,"Fashion accessories",73.38,7,539.343,513.66,25.683,9.5,2019-02-10,2019,Feb
372-62-5264,C,Naypyitaw,Normal,Female,"Food and beverages",52.6,9,497.07,473.4,23.67,7.6,2019-01-16,2019,Jan
800-09-8606,A,Yangon,Member,Female,"Home and lifestyle",87.37,5,458.6925,436.85,21.8425,6.6,2019-01-29,2019,Jan
182-52-7000,A,Yangon,Member,Female,"Sports and travel",27.04,4,113.568,108.16,5.408,6.9,2019-01-01,2019,Jan
826-58-8051,B,Mandalay,Normal,Male,"Home and lifestyle",62.19,4,261.198,248.76,12.438,4.3,2019-01-06,2019,Jan
868-06-0466,A,Yangon,Member,Male,"Electronic accessories",69.58,9,657.531,626.22,31.311,7.8,2019-02-19,2019,Feb
751-41-9720,C,Naypyitaw,Normal,Male,"Home and lifestyle",97.5,10,1023.75,975,48.75,8,2019-01-12,2019,Jan
626-43-7888,C,Naypyitaw,Normal,Female,"Fashion accessories",60.41,8,507.444,483.28,24.164,9.6,2019-02-07,2019,Feb
176-64-7711,B,Mandalay,Normal,Male,"Food and beverages",32.32,3,101.808,96.96,4.848,4.3,2019-03-27,2019,Mar
191-29-0321,B,Mandalay,Member,Female,"Fashion accessories",19.77,10,207.585,197.7,9.885,5,2019-02-27,2019,Feb
729-06-2010,B,Mandalay,Member,Male,"Health and beauty",80.47,9,760.4415,724.23,36.2115,9.2,2019-01-06,2019,Jan
640-48-5028,B,Mandalay,Member,Female,"Home and lifestyle",88.39,9,835.2855,795.51,39.7755,6.3,2019-03-02,2019,Mar
186-79-9562,B,Mandalay,Normal,Male,"Health and beauty",71.77,7,527.5095,502.39,25.1195,8.9,2019-03-29,2019,Mar
834-45-5519,B,Mandalay,Normal,Female,"Electronic accessories",43,4,180.6,172,8.6,7.6,2019-01-31,2019,Jan
162-65-8559,C,Naypyitaw,Member,Male,"Food and beverages",68.98,1,72.429,68.98,3.449,4.8,2019-01-21,2019,Jan
760-27-5490,C,Naypyitaw,Normal,Male,"Fashion accessories",15.62,8,131.208,124.96,6.248,9.1,2019-01-20,2019,Jan
445-30-9252,A,Yangon,Normal,Male,"Sports and travel",25.7,3,80.955,77.1,3.855,6.1,2019-01-17,2019,Jan
786-94-2700,A,Yangon,Member,Male,"Food and beverages",80.62,6,507.906,483.72,24.186,9.1,2019-02-28,2019,Feb
728-88-7867,C,Naypyitaw,Member,Female,"Home and lifestyle",75.53,4,317.226,302.12,15.106,8.3,2019-03-19,2019,Mar
183-21-3799,C,Naypyitaw,Normal,Female,"Electronic accessories",77.63,9,733.6035,698.67,34.9335,7.2,2019-02-19,2019,Feb
268-20-3585,C,Naypyitaw,Normal,Female,"Health and beauty",13.85,9,130.8825,124.65,6.2325,6,2019-02-04,2019,Feb
735-32-9839,C,Naypyitaw,Member,Male,"Fashion accessories",98.7,8,829.08,789.6,39.48,8.5,2019-01-31,2019,Jan
258-92-7466,A,Yangon,Normal,Female,"Health and beauty",35.68,5,187.32,178.4,8.92,6.6,2019-02-06,2019,Feb
857-16-3520,A,Yangon,Member,Female,"Fashion accessories",71.46,7,525.231,500.22,25.011,4.5,2019-03-28,2019,Mar
482-17-1179,A,Yangon,Member,Male,"Electronic accessories",11.94,3,37.611,35.82,1.791,8.1,2019-01-19,2019,Jan
788-21-5741,A,Yangon,Normal,Male,"Fashion accessories",45.38,3,142.947,136.14,6.807,7.2,2019-02-17,2019,Feb
821-14-9046,B,Mandalay,Member,Female,"Fashion accessories",17.48,6,110.124,104.88,5.244,6.1,2019-01-18,2019,Jan
418-05-0656,B,Mandalay,Normal,Female,"Fashion accessories",25.56,7,187.866,178.92,8.946,7.1,2019-02-02,2019,Feb
678-79-0726,C,Naypyitaw,Member,Female,"Sports and travel",90.63,9,856.4535,815.67,40.7835,5.1,2019-01-18,2019,Jan
776-68-1096,B,Mandalay,Normal,Male,"Home and lifestyle",44.12,3,138.978,132.36,6.618,7.9,2019-03-18,2019,Mar
592-46-1692,C,Naypyitaw,Member,Female,"Food and beverages",36.77,7,270.2595,257.39,12.8695,7.4,2019-01-11,2019,Jan
434-35-9162,B,Mandalay,Member,Male,"Food and beverages",23.34,4,98.028,93.36,4.668,7.4,2019-02-04,2019,Feb
149-14-0304,C,Naypyitaw,Member,Female,"Health and beauty",28.5,8,239.4,228,11.4,6.6,2019-02-06,2019,Feb
442-44-6497,C,Naypyitaw,Member,Male,"Home and lifestyle",55.57,3,175.0455,166.71,8.3355,5.9,2019-01-08,2019,Jan
174-64-0215,B,Mandalay,Normal,Male,"Sports and travel",69.74,10,732.27,697.4,34.87,8.9,2019-03-05,2019,Mar
210-74-9613,C,Naypyitaw,Normal,Male,"Fashion accessories",97.26,4,408.492,389.04,19.452,6.8,2019-03-16,2019,Mar
299-29-0180,B,Mandalay,Member,Female,"Home and lifestyle",52.18,7,383.523,365.26,18.263,9.3,2019-03-09,2019,Mar
247-11-2470,A,Yangon,Member,Female,"Fashion accessories",22.32,4,93.744,89.28,4.464,4.4,2019-03-01,2019,Mar
635-28-5728,A,Yangon,Normal,Male,"Health and beauty",56,3,176.4,168,8.4,4.8,2019-02-28,2019,Feb
756-49-0168,A,Yangon,Member,Male,"Fashion accessories",19.7,1,20.685,19.7,0.985,9.5,2019-02-08,2019,Feb
438-23-1242,B,Mandalay,Normal,Male,"Electronic accessories",75.88,7,557.718,531.16,26.558,8.9,2019-01-24,2019,Jan
238-45-6950,B,Mandalay,Member,Male,"Food and beverages",53.72,1,56.406,53.72,2.686,6.4,2019-03-01,2019,Mar
607-65-2441,C,Naypyitaw,Member,Male,"Health and beauty",81.95,10,860.475,819.5,40.975,6,2019-03-10,2019,Mar
386-27-7606,C,Naypyitaw,Member,Female,"Home and lifestyle",81.2,7,596.82,568.4,28.42,8.1,2019-03-23,2019,Mar
137-63-5492,C,Naypyitaw,Normal,Male,"Electronic accessories",58.76,10,616.98,587.6,29.38,9,2019-01-29,2019,Jan
197-77-7132,B,Mandalay,Member,Male,"Electronic accessories",91.56,8,769.104,732.48,36.624,6,2019-01-12,2019,Jan
805-86-0265,A,Yangon,Normal,Male,"Home and lifestyle",93.96,9,887.922,845.64,42.282,9.8,2019-03-20,2019,Mar
733-29-1227,C,Naypyitaw,Normal,Male,"Home and lifestyle",55.61,7,408.7335,389.27,19.4635,8.5,2019-03-23,2019,Mar
451-73-2711,C,Naypyitaw,Normal,Male,"Food and beverages",84.83,1,89.0715,84.83,4.2415,8.8,2019-01-14,2019,Jan
373-14-0504,A,Yangon,Member,Female,"Sports and travel",71.63,2,150.423,143.26,7.163,8.8,2019-02-12,2019,Feb
546-80-2899,A,Yangon,Member,Male,"Home and lifestyle",37.69,2,79.149,75.38,3.769,9.5,2019-02-20,2019,Feb
345-68-9016,C,Naypyitaw,Member,Female,"Sports and travel",31.67,8,266.028,253.36,12.668,5.6,2019-01-02,2019,Jan
390-17-5806,C,Naypyitaw,Member,Female,"Food and beverages",38.42,1,40.341,38.42,1.921,8.6,2019-02-02,2019,Feb
457-13-1708,B,Mandalay,Member,Male,"Fashion accessories",65.23,10,684.915,652.3,32.615,5.2,2019-01-08,2019,Jan
664-14-2882,C,Naypyitaw,Member,Female,"Home and lifestyle",10.53,5,55.2825,52.65,2.6325,5.8,2019-01-30,2019,Jan
487-79-6868,B,Mandalay,Member,Female,"Home and lifestyle",12.29,9,116.1405,110.61,5.5305,8,2019-03-26,2019,Mar
314-23-4520,C,Naypyitaw,Member,Male,"Health and beauty",81.23,7,597.0405,568.61,28.4305,9,2019-01-15,2019,Jan
210-30-7976,B,Mandalay,Member,Female,"Fashion accessories",22.32,4,93.744,89.28,4.464,4.1,2019-03-14,2019,Mar
585-86-8361,A,Yangon,Normal,Female,"Food and beverages",27.28,5,143.22,136.4,6.82,8.6,2019-02-03,2019,Feb
807-14-7833,A,Yangon,Member,Female,"Electronic accessories",17.42,10,182.91,174.2,8.71,7,2019-02-22,2019,Feb
775-72-1988,B,Mandalay,Normal,Male,"Home and lifestyle",73.28,5,384.72,366.4,18.32,8.4,2019-01-24,2019,Jan
288-38-3758,C,Naypyitaw,Member,Female,"Fashion accessories",84.87,3,267.3405,254.61,12.7305,7.4,2019-01-25,2019,Jan
652-43-6591,A,Yangon,Normal,Female,"Fashion accessories",97.29,8,817.236,778.32,38.916,6.2,2019-03-09,2019,Mar
785-96-0615,B,Mandalay,Member,Female,"Electronic accessories",35.74,8,300.216,285.92,14.296,4.9,2019-02-17,2019,Feb
406-46-7107,A,Yangon,Normal,Female,"Home and lifestyle",96.52,6,608.076,579.12,28.956,4.5,2019-01-11,2019,Jan
250-17-5703,A,Yangon,Member,Male,"Food and beverages",18.85,10,197.925,188.5,9.425,5.6,2019-02-27,2019,Feb
156-95-3964,A,Yangon,Normal,Female,"Food and beverages",55.39,4,232.638,221.56,11.078,8,2019-03-25,2019,Mar
842-40-8179,B,Mandalay,Member,Female,"Food and beverages",77.2,10,810.6,772,38.6,5.6,2019-02-11,2019,Feb
525-09-8450,B,Mandalay,Normal,Male,"Electronic accessories",72.13,10,757.365,721.3,36.065,4.2,2019-01-31,2019,Jan
410-67-1709,A,Yangon,Member,Female,"Fashion accessories",63.88,8,536.592,511.04,25.552,9.9,2019-01-20,2019,Jan
587-73-4862,A,Yangon,Member,Female,"Health and beauty",10.69,5,56.1225,53.45,2.6725,7.6,2019-03-26,2019,Mar
787-87-2010,A,Yangon,Member,Male,"Health and beauty",55.5,4,233.1,222,11.1,6.6,2019-01-20,2019,Jan
593-14-4239,B,Mandalay,Normal,Female,"Home and lifestyle",95.46,8,801.864,763.68,38.184,4.7,2019-03-05,2019,Mar
801-88-0346,C,Naypyitaw,Normal,Female,"Fashion accessories",76.06,3,239.589,228.18,11.409,9.8,2019-01-05,2019,Jan
388-76-2555,B,Mandalay,Normal,Male,"Sports and travel",13.69,6,86.247,82.14,4.107,6.3,2019-02-13,2019,Feb
711-31-1234,B,Mandalay,Normal,Female,"Electronic accessories",95.64,4,401.688,382.56,19.128,7.9,2019-03-16,2019,Mar
886-54-6089,A,Yangon,Normal,Female,"Home and lifestyle",11.43,6,72.009,68.58,3.429,7.7,2019-01-15,2019,Jan
707-32-7409,B,Mandalay,Member,Female,"Sports and travel",95.54,4,401.268,382.16,19.108,4.5,2019-02-26,2019,Feb
759-98-4285,C,Naypyitaw,Member,Female,"Health and beauty",85.87,7,631.1445,601.09,30.0545,8,2019-02-27,2019,Feb
201-63-8275,C,Naypyitaw,Member,Female,"Sports and travel",67.99,7,499.7265,475.93,23.7965,5.7,2019-02-17,2019,Feb
471-06-8611,C,Naypyitaw,Normal,Female,"Food and beverages",52.42,1,55.041,52.42,2.621,6.3,2019-02-06,2019,Feb
200-16-5952,C,Naypyitaw,Member,Male,"Food and beverages",65.65,2,137.865,131.3,6.565,6,2019-01-17,2019,Jan
120-54-2248,B,Mandalay,Normal,Female,"Food and beverages",28.86,5,151.515,144.3,7.215,8,2019-01-22,2019,Jan
102-77-2261,C,Naypyitaw,Member,Male,"Health and beauty",65.31,7,480.0285,457.17,22.8585,4.2,2019-03-05,2019,Mar
875-31-8302,B,Mandalay,Normal,Male,"Sports and travel",93.38,1,98.049,93.38,4.669,9.6,2019-01-03,2019,Jan
102-06-2002,C,Naypyitaw,Member,Male,"Sports and travel",25.25,5,132.5625,126.25,6.3125,6.1,2019-03-20,2019,Mar
457-94-0464,B,Mandalay,Member,Male,"Electronic accessories",87.87,9,830.3715,790.83,39.5415,5.6,2019-01-31,2019,Jan
629-42-4133,C,Naypyitaw,Normal,Male,"Health and beauty",21.8,8,183.12,174.4,8.72,8.3,2019-02-19,2019,Feb
534-53-3526,A,Yangon,Normal,Female,"Sports and travel",94.76,4,397.992,379.04,18.952,7.8,2019-02-11,2019,Feb
307-04-2070,A,Yangon,Member,Female,"Fashion accessories",30.62,1,32.151,30.62,1.531,4.1,2019-02-05,2019,Feb
468-99-7231,C,Naypyitaw,Normal,Female,"Home and lifestyle",44.01,8,369.684,352.08,17.604,8.8,2019-03-03,2019,Mar
516-77-6464,C,Naypyitaw,Member,Female,"Health and beauty",10.16,5,53.34,50.8,2.54,4.1,2019-02-24,2019,Feb
404-91-5964,A,Yangon,Normal,Male,"Electronic accessories",74.58,7,548.163,522.06,26.103,9,2019-02-04,2019,Feb
886-77-9084,C,Naypyitaw,Normal,Male,"Electronic accessories",71.89,8,603.876,575.12,28.756,5.5,2019-02-19,2019,Feb
790-38-4466,C,Naypyitaw,Normal,Female,"Health and beauty",10.99,5,57.6975,54.95,2.7475,9.3,2019-01-23,2019,Jan
704-10-4056,C,Naypyitaw,Member,Male,"Health and beauty",60.47,3,190.4805,181.41,9.0705,5.6,2019-01-14,2019,Jan
497-37-6538,A,Yangon,Normal,Male,"Sports and travel",58.91,7,432.9885,412.37,20.6185,9.7,2019-01-17,2019,Jan
651-96-5970,A,Yangon,Normal,Male,"Fashion accessories",46.41,1,48.7305,46.41,2.3205,4,2019-03-03,2019,Mar
400-80-4065,C,Naypyitaw,Member,Male,"Health and beauty",68.55,4,287.91,274.2,13.71,9.2,2019-02-15,2019,Feb
744-16-7898,B,Mandalay,Normal,Female,"Home and lifestyle",97.37,10,1022.385,973.7,48.685,4.9,2019-01-15,2019,Jan
263-12-5321,A,Yangon,Member,Male,"Electronic accessories",92.6,7,680.61,648.2,32.41,9.3,2019-02-27,2019,Feb
702-72-0487,A,Yangon,Normal,Female,"Electronic accessories",46.61,2,97.881,93.22,4.661,6.6,2019-02-26,2019,Feb
605-83-1050,B,Mandalay,Normal,Male,"Fashion accessories",27.18,2,57.078,54.36,2.718,4.3,2019-03-15,2019,Mar
443-60-9639,C,Naypyitaw,Member,Female,"Home and lifestyle",60.87,1,63.9135,60.87,3.0435,5.5,2019-01-24,2019,Jan
864-24-7918,A,Yangon,Member,Female,"Sports and travel",24.49,10,257.145,244.9,12.245,8.1,2019-02-22,2019,Feb
359-94-5395,B,Mandalay,Normal,Male,"Health and beauty",92.78,1,97.419,92.78,4.639,9.8,2019-03-15,2019,Mar
401-09-4232,C,Naypyitaw,Member,Male,"Home and lifestyle",86.69,5,455.1225,433.45,21.6725,9.4,2019-02-11,2019,Feb
751-15-6198,B,Mandalay,Normal,Male,"Sports and travel",23.01,6,144.963,138.06,6.903,7.9,2019-01-12,2019,Jan
324-41-6833,C,Naypyitaw,Member,Female,"Electronic accessories",30.2,8,253.68,241.6,12.08,5.1,2019-03-03,2019,Mar
474-33-8305,C,Naypyitaw,Member,Male,"Fashion accessories",67.39,7,495.3165,471.73,23.5865,6.9,2019-03-23,2019,Mar
759-29-9521,A,Yangon,Member,Female,"Fashion accessories",48.96,9,462.672,440.64,22.032,8,2019-03-04,2019,Mar
831-81-6575,B,Mandalay,Member,Female,"Electronic accessories",75.59,9,714.3255,680.31,34.0155,8,2019-02-23,2019,Feb
220-68-6701,A,Yangon,Normal,Female,"Home and lifestyle",77.47,4,325.374,309.88,15.494,4.2,2019-03-17,2019,Mar
618-34-8551,A,Yangon,Normal,Female,"Sports and travel",93.18,2,195.678,186.36,9.318,8.5,2019-01-16,2019,Jan
257-60-7754,A,Yangon,Normal,Female,"Electronic accessories",50.23,4,210.966,200.92,10.046,9,2019-01-08,2019,Jan
559-61-5987,B,Mandalay,Normal,Female,"Health and beauty",17.75,1,18.6375,17.75,0.8875,8.6,2019-01-14,2019,Jan
189-55-2313,C,Naypyitaw,Normal,Female,"Fashion accessories",62.18,10,652.89,621.8,31.09,6,2019-01-31,2019,Jan
565-91-4567,B,Mandalay,Normal,Male,"Health and beauty",10.75,8,90.3,86,4.3,6.2,2019-03-15,2019,Mar
380-60-5336,A,Yangon,Normal,Female,"Electronic accessories",40.26,10,422.73,402.6,20.13,5,2019-02-24,2019,Feb
815-04-6282,C,Naypyitaw,Member,Female,"Sports and travel",64.97,5,341.0925,324.85,16.2425,6.5,2019-02-08,2019,Feb
674-56-6360,A,Yangon,Normal,Male,"Electronic accessories",95.15,1,99.9075,95.15,4.7575,6,2019-03-22,2019,Mar
778-34-2523,A,Yangon,Member,Female,"Electronic accessories",48.62,8,408.408,388.96,19.448,5,2019-01-24,2019,Jan
499-27-7781,B,Mandalay,Normal,Female,"Food and beverages",53.21,8,446.964,425.68,21.284,5,2019-03-14,2019,Mar
477-59-2456,C,Naypyitaw,Normal,Female,"Fashion accessories",45.44,7,333.984,318.08,15.904,9.2,2019-01-23,2019,Jan
832-51-6761,A,Yangon,Normal,Male,"Food and beverages",33.88,8,284.592,271.04,13.552,9.6,2019-01-19,2019,Jan
869-11-3082,B,Mandalay,Member,Male,"Health and beauty",96.16,4,403.872,384.64,19.232,8.4,2019-01-27,2019,Jan
190-59-3964,B,Mandalay,Member,Male,"Food and beverages",47.16,5,247.59,235.8,11.79,6,2019-02-03,2019,Feb
366-43-6862,B,Mandalay,Normal,Male,"Electronic accessories",52.89,4,222.138,211.56,10.578,6.7,2019-03-25,2019,Mar
186-43-8965,A,Yangon,Member,Female,"Home and lifestyle",47.68,2,100.128,95.36,4.768,4.1,2019-02-24,2019,Feb
784-21-9238,C,Naypyitaw,Member,Male,"Sports and travel",10.17,1,10.6785,10.17,0.5085,5.9,2019-02-07,2019,Feb
276-75-6884,A,Yangon,Normal,Female,"Health and beauty",68.71,3,216.4365,206.13,10.3065,8.7,2019-03-04,2019,Mar
109-86-4363,B,Mandalay,Member,Female,"Sports and travel",60.08,7,441.588,420.56,21.028,4.5,2019-02-14,2019,Feb
569-76-2760,A,Yangon,Member,Female,"Sports and travel",22.01,4,92.442,88.04,4.402,6.6,2019-01-29,2019,Jan
222-42-0244,B,Mandalay,Member,Female,"Health and beauty",72.11,9,681.4395,648.99,32.4495,7.7,2019-01-28,2019,Jan
760-53-9233,A,Yangon,Member,Male,"Fashion accessories",41.28,3,130.032,123.84,6.192,8.5,2019-03-26,2019,Mar
538-22-0304,C,Naypyitaw,Normal,Male,"Electronic accessories",64.95,10,681.975,649.5,32.475,5.2,2019-03-24,2019,Mar
416-17-9926,A,Yangon,Member,Female,"Electronic accessories",74.22,10,779.31,742.2,37.11,4.3,2019-01-01,2019,Jan
237-44-6163,A,Yangon,Normal,Male,"Electronic accessories",10.56,8,88.704,84.48,4.224,7.6,2019-01-24,2019,Jan
636-17-0325,B,Mandalay,Normal,Male,"Health and beauty",62.57,4,262.794,250.28,12.514,9.5,2019-02-25,2019,Feb
343-75-9322,B,Mandalay,Member,Female,"Sports and travel",11.85,8,99.54,94.8,4.74,4.1,2019-01-09,2019,Jan
